,Name,EMI,Price,Kilometers Driven,Owner,Year of Purchase,Fuel Type,Location,History
2403,2020 KIA SONET GTX PLUS DCT 1.0 AUTOMATIC,"₹27,686/month","₹12,45,299₹12,10,299","3,421 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2404,2017 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"₹10,072/month","₹4,86,699₹4,36,699","24,487 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2405,2016 Ford Figo Aspire 1.2 TREND PETROL MANUAL,"₹10,500/month","₹4,91,499₹4,55,499","31,995 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2406,2016 Hyundai Elite i20 ASTA 1.2 MANUAL,"₹12,351/month","₹5,83,799₹5,36,799","32,797 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2407,2010 Maruti Alto LXI MANUAL,"₹3,501/month","₹1,53,099₹1,48,099","48,926 km",1st Owner,May 2010,Petrol,DELHI,Non-Accidental
2408,-,-,-,-,-,-,-,-,-
2409,2017 Maruti Alto K10 VXI (O) AMT AUTOMATIC,"₹7,888/month","₹3,69,799₹3,40,799","35,132 km",1st Owner,"Valid upto Mar 2022
Zero_Dep",Petrol,DELHI,Non-Accidental
2410,2016 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"₹8,145/month","₹3,64,099₹3,52,099","41,357 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2411,2012 Maruti Alto K10 LXI MANUAL,"₹4,409/month","₹1,90,000₹1,88,000","50,067 km",1st Owner,February 2012,Petrol,DELHI,Non-Accidental
2412,2020 MG HECTOR SHARP HYBIRD PETROL MT MANUAL,"₹39,692/month","₹17,76,599₹17,37,599","3,094 km",1st Owner,June 2020,Petrol,DELHI,Non-Accidental
2413,-,-,-,-,-,-,-,-,-
2414,2020 Maruti Alto LXI MANUAL,"₹8,656/month","₹3,89,499₹3,74,499","11,520 km",1st Owner,January 2020,Petrol,DELHI,Non-Accidental
2415,2017 Maruti Dzire VXI MANUAL,"₹13,462/month","₹5,96,599₹5,85,599","22,913 km",1st Owner,May 2017,Petrol,DELHI,Non-Accidental
2416,2012 Maruti Swift VDI MANUAL,"₹7,385/month","₹3,39,699₹3,18,699","47,140 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2417,2019 Maruti Alto K10 VXI MANUAL,"₹9,184/month","₹4,18,699₹3,97,699","8,574 km",1st Owner,"Valid upto Jan 2022
Zero_Dep",Petrol,DELHI,Non-Accidental
2418,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹10,948/month","₹5,04,199₹4,75,199","17,584 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2419,2014 Maruti Wagon R 1.0 VXI MANUAL,"₹7,658/month","₹3,58,699₹3,30,699","28,512 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2420,2018 Maruti Wagon R 1.0 VXI AMT AUTOMATIC,"₹8,977/month","₹4,07,599₹3,88,599","25,823 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2421,2012 Maruti Alto K10 VXI MANUAL,"₹5,365/month","₹2,39,999₹2,29,999","49,179 km",1st Owner,July 2012,Petrol,DELHI,Non-Accidental
2422,2014 Maruti Alto 800 VXI MANUAL,"₹6,051/month","₹2,69,099₹2,60,099","37,134 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2423,2014 Maruti Ertiga VDI ABS MANUAL,"₹10,855/month","₹4,96,099₹4,71,099","63,420 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2424,2020 Tata Tiago XT 1.2 REVOTRON MANUAL,"₹11,845/month","₹5,24,599₹5,14,599","9,678 km",1st Owner,July 2020,Petrol,DELHI,Non-Accidental
2425,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"₹9,571/month","₹4,26,699₹4,14,699","8,454 km",1st Owner,"Valid upto May 2022
Third_party",Petrol,DELHI,Non-Accidental
2426,2015 Maruti Baleno ZETA 1.2 K12 MANUAL,"₹12,424/month","₹5,40,000","14,807 km",1st Owner,December 2015,Petrol,DELHI,Non-Accidental
2427,2014 Maruti Celerio VXI MANUAL,"₹6,629/month","₹3,02,499₹2,85,499","43,574 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2428,-,-,-,-,-,-,-,-,-
2429,2016 Maruti Celerio VXI MANUAL,"₹9,468/month","₹4,32,199₹4,10,199","17,543 km",1st Owner,February 2016,Petrol,DELHI,Non-Accidental
2430,2017 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"₹11,335/month","₹5,26,199₹4,92,199","25,306 km",1st Owner,September 2017,Petrol,DELHI,Non-Accidental
2431,2013 Maruti Swift VDI MANUAL,"₹7,581/month","₹3,46,299₹3,27,299","50,647 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2432,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹10,302/month","₹4,77,799₹4,46,799","37,323 km",1st Owner,August 2017,Petrol,DELHI,Non-Accidental
2433,2017 Hyundai Grand i10 SPORTZ O 1.2 MANUAL,"₹11,627/month","₹5,05,000","8,055 km",1st Owner,August 2017,Petrol,DELHI,Non-Accidental
2434,2018 Maruti Dzire LDI MANUAL,"₹11,595/month","₹5,09,599₹5,03,599","24,894 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2435,2011 Maruti Alto K10 VXI MANUAL,"₹4,149/month","₹1,90,599₹1,76,599","64,499 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2436,2020 Maruti IGNIS SIGMA 1.2 K12 MANUAL,"₹11,411/month","₹5,12,499₹4,95,499","2,206 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2437,2016 Maruti Vitara Brezza VDI MANUAL,"₹14,730/month","₹6,79,299₹6,41,299","57,731 km",1st Owner,"Valid upto Apr 2022
Third_party",Diesel,DELHI,Non-Accidental
2438,-,-,-,-,-,-,-,-,-
2439,2014 Maruti Alto 800 LX MANUAL,"₹4,691/month","₹2,11,399₹2,00,399","46,222 km",1st Owner,May 2014,Petrol,DELHI,Non-Accidental
2440,2008 Maruti Alto LXI MANUAL,"₹3,082/month","₹1,42,699₹1,29,699","62,613 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2441,2009 Maruti Ritz VXI MANUAL,"₹5,126/month","₹2,35,499₹2,19,499","62,936 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2442,2018 Datsun Redi Go 1.0 S AT MANUAL,"₹8,127/month","₹3,81,299₹3,51,299","23,791 km",1st Owner,July 2018,Petrol,DELHI,Non-Accidental
2443,2020 Maruti Alto LXI MANUAL,"₹7,915/month","₹3,56,999₹3,41,999","11,558 km",1st Owner,March 2020,Petrol,DELHI,Non-Accidental
2444,2015 Maruti Baleno SIGMA DDIS 190 MANUAL,"₹9,411/month","₹4,28,699₹4,07,699","59,364 km",1st Owner,"Valid upto Jan 2022
Third Party",Diesel,DELHI,Non-Accidental
2445,2019 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹14,755/month","₹6,64,399₹6,42,399","3,947 km",1st Owner,"Valid upto Feb 2022
Zero_Dep",Petrol,DELHI,Non-Accidental
2446,2010 Maruti Ritz LXI MANUAL,"₹5,618/month","₹2,65,099₹2,41,099","54,953 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2447,2015 Hyundai Eon ERA PLUS MANUAL,"₹5,042/month","₹2,28,799₹2,15,799","45,715 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2448,2020 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹14,719/month","₹6,71,799₹6,40,799","10,042 km",1st Owner,October 2020,Petrol,DELHI,Non-Accidental
2449,2015 Maruti Swift LDI BS IV MANUAL,"₹10,359/month","₹4,54,299₹4,49,299","18,206 km",1st Owner,"Valid upto Mar 2022
Comp",Diesel,DELHI,Non-Accidental
2450,2017 Maruti Alto K10 VXI (O) AMT MANUAL,"₹8,815/month","₹4,09,499₹3,81,499","31,679 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2451,2019 Maruti IGNIS SIGMA 1.2 K12 MANUAL,"₹10,636/month","₹4,86,499₹4,61,499","17,658 km",1st Owner,January 2019,Petrol,DELHI,Non-Accidental
2452,2012 Maruti Swift VDI MANUAL,"₹7,073/month","₹3,16,999₹3,04,999","30,589 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2453,2019 Maruti Alto K10 VXI MANUAL,"₹8,954/month","₹4,03,599₹3,87,599","16,224 km",1st Owner,March 2019,Petrol,DELHI,Non-Accidental
2454,2014 Tata Zest XE QUADRAJET 75PS MANUAL,"₹6,672/month","₹2,92,399₹2,87,399","50,949 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2455,-,-,-,-,-,-,-,-,-
2456,2018 Maruti Celerio VXI MANUAL,"₹9,728/month","₹4,71,599₹4,21,599","6,644 km",1st Owner,"Valid upto Mar 2022
Third Party",Petrol,DELHI,Non-Accidental
2457,2015 Maruti Swift LXI OPT MANUAL,"₹9,418/month","₹4,25,000₹4,08,000","24,140 km",1st Owner,January 2015,Petrol,DELHI,Non-Accidental
2458,2012 Maruti Swift Dzire ZDI MANUAL,"₹8,394/month","₹3,67,999₹3,62,999","52,072 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2459,2015 Renault Duster 85 PS RXL OPT MANUAL,"₹10,716/month","₹4,96,999₹4,64,999","52,661 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2460,2014 Maruti Swift Dzire VDI BS IV MANUAL,"₹10,782/month","₹4,86,899₹4,67,899","42,296 km",1st Owner,"Valid upto Feb 2022
Comp",Diesel,DELHI,Non-Accidental
2461,2010 Honda City S MT PETROL MANUAL,"₹8,344/month","₹3,66,799₹3,60,799","47,405 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2462,2010 Honda City V AT AUTOMATIC,"₹8,353/month","₹3,75,199₹3,61,199","60,222 km",1st Owner,February 2010,Petrol,DELHI,Non-Accidental
2463,2017 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"₹12,214/month","₹5,62,799₹5,30,799","25,595 km",1st Owner,July 2017,Petrol,DELHI,Non-Accidental
2464,-,-,-,-,-,-,-,-,-
2465,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE MANUAL,"₹15,737/month","₹7,08,499₹6,85,499","29,749 km",2nd Owner,"Valid upto Mar 2022
Third Party",Diesel,DELHI,Non-Accidental
2466,-,-,-,-,-,-,-,-,-
2467,-,-,-,-,-,-,-,-,-
2468,-,-,-,-,-,-,-,-,-
2469,2011 Hyundai i10 MAGNA 1.2 KAPPA2 MANUAL,"₹5,081/month","₹2,36,499₹2,17,499","61,728 km",1st Owner,"Valid upto Jan 2022
Comp",Petrol,DELHI,Non-Accidental
2470,2017 Renault Kwid 1.0 RXT Opt MANUAL,"₹6,857/month","₹3,00,499₹2,95,499","61,275 km",1st Owner,July 2017,Petrol,DELHI,Non-Accidental
2471,2012 Maruti Swift Dzire VDI BS IV MANUAL,"₹6,998/month","₹3,17,699₹3,01,699","61,164 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2472,2016 Maruti Wagon R 1.0 VXI MANUAL,"₹8,280/month","₹3,58,000","10,407 km",1st Owner,April 2016,Petrol,DELHI,Non-Accidental
2473,2018 Maruti Baleno ZETA 1.2 K12 MANUAL,"₹14,421/month","₹6,48,699₹6,27,699","9,483 km",2nd Owner,March 2018,Petrol,DELHI,Non-Accidental
2474,2019 Maruti IGNIS DELTA 1.2 K12 MANUAL,"₹11,809/month","₹5,13,000","7,894 km",1st Owner,January 2019,Petrol,DELHI,Non-Accidental
2475,2015 Maruti Swift VXI MANUAL,"₹9,309/month","₹4,20,199₹4,03,199","58,033 km",1st Owner,"Valid upto May 2022
Zero_Dep",Petrol,DELHI,Non-Accidental
2476,2019 Maruti Alto K10 VXI MANUAL,"₹7,979/month","₹3,54,799₹3,44,799","13,026 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2477,-,-,-,-,-,-,-,-,-
2478,2015 Maruti Swift VDI ABS MANUAL,"₹9,496/month","₹4,18,399₹4,11,399","46,856 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2479,2016 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹8,892/month","₹4,14,899₹3,84,899","41,048 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2480,2014 Hyundai Eon ERA PLUS MANUAL,"₹5,251/month","₹2,39,999₹2,24,999","40,438 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2481,2018 Tata Tiago XZA 1.2 REVOTRON AUTOMATIC,"₹11,247/month","₹5,14,299₹4,88,299","28,420 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2482,2014 Maruti Alto K10 VXI MANUAL,"₹5,691/month","₹2,57,299₹2,44,299","51,228 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2483,2009 Maruti Alto LXI MANUAL,"₹3,744/month","₹1,67,799₹1,58,799","54,427 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2484,2019 Renault Kwid 1.0 RXT Opt MANUAL,"₹9,450/month","₹4,14,399₹4,09,399","18,779 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2485,2013 Honda Brio 1.2 EX MT I VTEC MANUAL,"₹6,732/month","₹2,90,000","54,148 km",1st Owner,June 2013,Petrol,DELHI,Non-Accidental
2486,2018 Maruti Swift LXI MANUAL,"₹10,921/month","₹5,25,000₹4,74,000","25,400 km",1st Owner,March 2018,Petrol,DELHI,Non-Accidental
2487,-,-,-,-,-,-,-,-,-
2488,2016 Maruti Baleno SIGMA 1.2 K12 MANUAL,"₹9,730/month","₹4,51,699₹4,21,699","44,435 km",1st Owner,February 2016,Petrol,DELHI,Non-Accidental
2489,2017 Maruti Alto K10 VXI MANUAL,"₹6,854/month","₹3,21,399₹2,95,399","34,273 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2490,2013 Hyundai Eon D LITE PLUS MANUAL,"₹5,399/month","₹2,47,499₹2,31,499","57,841 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2491,2012 Honda City V MT PETROL MANUAL,"₹9,464/month","₹4,10,000","58,659 km",1st Owner,November 2012,Petrol,DELHI,Non-Accidental
2492,2010 Honda City S MT PETROL MANUAL,"₹8,496/month","₹3,88,499₹3,67,499","35,578 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2493,2017 Maruti Alto 800 LXI MANUAL,"₹6,747/month","₹3,01,699₹2,90,699","40,409 km",1st Owner,January 2017,Petrol,DELHI,Non-Accidental
2494,2019 Maruti Celerio VXI MANUAL,"₹9,134/month","₹4,00,499₹3,95,499","11,873 km",1st Owner,"Valid upto Feb 2022
Third Party",Petrol,DELHI,Non-Accidental
2495,-,-,-,-,-,-,-,-,-
2496,-,-,-,-,-,-,-,-,-
2497,2019 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹14,942/month","₹6,66,599₹6,50,599","8,624 km",1st Owner,April 2019,Petrol,DELHI,Non-Accidental
2498,-,-,-,-,-,-,-,-,-
2499,2017 Maruti Alto 800 VXI MANUAL,"₹6,306/month","₹2,94,299₹2,71,299","5,636 km",2nd Owner,December 2017,Petrol,DELHI,Non-Accidental
2500,2018 Datsun Redi Go T MANUAL,"₹5,905/month","₹2,62,699₹2,53,699","15,468 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2501,2018 Maruti Swift LXI MANUAL,"₹10,652/month","₹4,92,199₹4,62,199","12,268 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2502,2014 Maruti Swift VXI MANUAL,"₹9,505/month","₹4,44,799₹4,11,799","13,509 km",2nd Owner,May 2014,Petrol,DELHI,Non-Accidental
2503,2020 Renault TRIBER RXZ AT AUTOMATIC,"₹14,847/month","₹6,52,399₹6,46,399","6,460 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2504,2013 Maruti Swift Dzire VDI BS IV MANUAL,"₹8,448/month","₹3,75,399₹3,65,399","33,554 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2505,2015 Hyundai Eon MAGNA PLUS MANUAL,"₹6,162/month","₹2,90,000₹2,65,000","20,494 km",1st Owner,September 2015,Petrol,DELHI,Non-Accidental
2506,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"₹9,234/month","₹4,20,899₹3,99,899","11,735 km",1st Owner,August 2019,Petrol,DELHI,Non-Accidental
2507,2017 Maruti Alto 800 LXI MANUAL,"₹6,911/month","₹3,19,899₹2,97,899","18,797 km",2nd Owner,April 2017,Petrol,DELHI,Non-Accidental
2508,2020 Renault Kwid RXL MANUAL,"₹9,484/month","₹4,32,899₹4,10,899","5,679 km",1st Owner,January 2020,Petrol,DELHI,Non-Accidental
2509,2016 Maruti Swift LXI OPT MANUAL,"₹9,778/month","₹4,28,799₹4,23,799","29,893 km",1st Owner,"Valid upto May 2022
Comp",Petrol,DELHI,Non-Accidental
2510,2017 Maruti Alto 800 LXI MANUAL,"₹7,232/month","₹3,52,999₹3,11,999","2,147 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2511,2011 Maruti Ritz VXI BS IV MANUAL,"₹4,714/month","₹2,14,399₹2,01,399","41,762 km",1st Owner,"Valid upto Jan 2022
Comp",Petrol,DELHI,Non-Accidental
2512,2013 Hyundai Eon MAGNA PLUS MANUAL,"₹5,418/month","₹2,52,299₹2,32,299","29,683 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2513,2013 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹9,682/month","₹4,42,599₹4,19,599","30,003 km",2nd Owner,September 2013,Petrol,DELHI,Non-Accidental
2514,2014 Maruti Swift VXI MANUAL,"₹9,300/month","₹4,24,799₹4,02,799","17,135 km",2nd Owner,"Valid upto May 2022
Third_party",Petrol,DELHI,Non-Accidental
2515,2018 Maruti Alto 800 LXI MANUAL,"₹7,615/month","₹3,53,799₹3,28,799","4,313 km",2nd Owner,September 2018,Petrol,DELHI,Non-Accidental
2516,2016 Maruti Baleno DELTA 1.2 K12 MANUAL,"₹12,736/month","₹5,58,699₹5,53,699","14,897 km",1st Owner,January 2016,Petrol,DELHI,Non-Accidental
2517,2013 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹7,597/month","₹3,45,999₹3,27,999","49,276 km",3rd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2518,2013 Hyundai i20 SPORTZ 1.2 VTVT MANUAL,"₹8,177/month","₹3,53,489","36,545 km",1st Owner,April 2013,Petrol,DELHI,Non-Accidental
2519,2018 Maruti Alto 800 LXI MANUAL,"₹7,046/month","₹3,13,799₹3,03,799","15,838 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2520,2010 Maruti Alto K10 VXI MANUAL,"₹4,209/month","₹1,89,199₹1,79,199","40,666 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2521,2010 Maruti Swift Dzire ZXI 1.3 MANUAL,"₹6,720/month","₹3,06,499₹2,89,499","45,983 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2522,2012 Honda Brio 1.2 E MT I VTEC MANUAL,"₹6,472/month","₹3,04,599₹2,78,599","27,417 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2523,-,-,-,-,-,-,-,-,-
2524,2015 Maruti Alto 800 LXI MANUAL,"₹5,568/month","₹2,53,899₹2,38,899","38,703 km",1st Owner,February 2015,Petrol,DELHI,Non-Accidental
2525,2015 Maruti Swift VXI MANUAL,"₹10,290/month","₹4,62,299₹4,46,299","34,227 km",1st Owner,July 2015,Petrol,DELHI,Non-Accidental
2526,2015 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"₹9,555/month","₹4,14,000","27,389 km",1st Owner,April 2015,Petrol,DELHI,Non-Accidental
2527,-,-,-,-,-,-,-,-,-
2528,2014 Honda Amaze 1.5 EMT I DTEC MANUAL,"₹8,530/month","₹3,98,999₹3,68,999","34,868 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2529,2013 Maruti Wagon R 1.0 LXI MANUAL,"₹7,276/month","₹3,35,899₹3,13,899","20,026 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2530,-,-,-,-,-,-,-,-,-
2531,2014 Hyundai Verna FLUIDIC 1.6 SX VTVT MANUAL,"₹10,850/month","₹4,95,899₹4,70,899","47,451 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2532,-,-,-,-,-,-,-,-,-
2533,2015 Maruti Baleno ZETA DDIS 190 MANUAL,"₹10,985/month","₹4,96,799₹4,76,799","30,804 km",1st Owner,"Valid upto Jan 2022
Zero_Dep",Diesel,DELHI,Non-Accidental
2534,2020 KIA SELTOS HTK 1.5 PETROL MANUAL,"₹26,468/month","₹11,61,799₹11,56,799","4,968 km",2nd Owner,"Valid upto May 2022
Third_party",Petrol,DELHI,Non-Accidental
2535,2011 Maruti Alto K10 VXI MANUAL,"₹4,703/month","₹2,15,899₹2,00,899","51,523 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2536,2017 Maruti Celerio ZXI AMT AUTOMATIC,"₹10,015/month","₹4,53,199₹4,34,199","29,993 km",1st Owner,"Valid upto May 2022
Zero_Dep",Petrol,DELHI,Non-Accidental
2537,2019 Maruti Alto K10 VXI MANUAL,"₹8,644/month","₹4,08,999₹3,73,999","9,180 km",1st Owner,"Valid upto Mar 2022
Zero_Dep",Petrol,DELHI,Non-Accidental
2538,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"₹8,535/month","₹4,03,199₹3,69,199","53,412 km",1st Owner,"Valid upto Mar 2022
Comp",Petrol,DELHI,Non-Accidental
2539,2020 Maruti Alto LXI MANUAL,"₹8,815/month","₹4,26,499₹3,81,499","3,276 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2540,2020 KIA SONET GTX PLUS DCT 1.0 AUTOMATIC,"₹27,686/month","₹12,45,299₹12,10,299","3,421 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2541,2017 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"₹10,072/month","₹4,86,699₹4,36,699","24,487 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2542,2016 Ford Figo Aspire 1.2 TREND PETROL MANUAL,"₹10,500/month","₹4,91,499₹4,55,499","31,995 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2543,2016 Hyundai Elite i20 ASTA 1.2 MANUAL,"₹12,351/month","₹5,83,799₹5,36,799","32,797 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2544,2010 Maruti Alto LXI MANUAL,"₹3,501/month","₹1,53,099₹1,48,099","48,926 km",1st Owner,May 2010,Petrol,DELHI,Non-Accidental
2545,-,-,-,-,-,-,-,-,-
2546,2017 Maruti Alto K10 VXI (O) AMT AUTOMATIC,"₹7,888/month","₹3,69,799₹3,40,799","35,132 km",1st Owner,"Valid upto Mar 2022
Zero_Dep",Petrol,DELHI,Non-Accidental
2547,2016 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"₹8,145/month","₹3,64,099₹3,52,099","41,357 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2548,2012 Maruti Alto K10 LXI MANUAL,"₹4,409/month","₹1,90,000₹1,88,000","50,067 km",1st Owner,February 2012,Petrol,DELHI,Non-Accidental
2549,2020 MG HECTOR SHARP HYBIRD PETROL MT MANUAL,"₹39,692/month","₹17,76,599₹17,37,599","3,094 km",1st Owner,June 2020,Petrol,DELHI,Non-Accidental
2550,-,-,-,-,-,-,-,-,-
2551,2020 Maruti Alto LXI MANUAL,"₹8,656/month","₹3,89,499₹3,74,499","11,520 km",1st Owner,January 2020,Petrol,DELHI,Non-Accidental
2552,2017 Maruti Dzire VXI MANUAL,"₹13,462/month","₹5,96,599₹5,85,599","22,913 km",1st Owner,May 2017,Petrol,DELHI,Non-Accidental
2553,2012 Maruti Swift VDI MANUAL,"₹7,385/month","₹3,39,699₹3,18,699","47,140 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2554,2019 Maruti Alto K10 VXI MANUAL,"₹9,184/month","₹4,18,699₹3,97,699","8,574 km",1st Owner,"Valid upto Jan 2022
Zero_Dep",Petrol,DELHI,Non-Accidental
2555,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"₹10,948/month","₹5,04,199₹4,75,199","17,584 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2556,2014 Maruti Wagon R 1.0 VXI MANUAL,"₹7,658/month","₹3,58,699₹3,30,699","28,512 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2557,2018 Maruti Wagon R 1.0 VXI AMT AUTOMATIC,"₹8,977/month","₹4,07,599₹3,88,599","25,823 km",2nd Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2558,2012 Maruti Alto K10 VXI MANUAL,"₹5,365/month","₹2,39,999₹2,29,999","49,179 km",1st Owner,July 2012,Petrol,DELHI,Non-Accidental
2559,2014 Maruti Alto 800 VXI MANUAL,"₹6,051/month","₹2,69,099₹2,60,099","37,134 km",1st Owner,"Valid upto Oct 2022
3rd Party",Petrol,DELHI,Non-Accidental
2560,2014 Maruti Ertiga VDI ABS MANUAL,"₹10,855/month","₹4,96,099₹4,71,099","63,420 km",1st Owner,"Valid upto Oct 2022
3rd Party",Diesel,DELHI,Non-Accidental
2561,2020 Tata Tiago XT 1.2 REVOTRON MANUAL,"₹11,845/month","₹5,24,599₹5,14,599","9,678 km",1st Owner,July 2020,Petrol,DELHI,Non-Accidental
2562,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"₹9,571/month","₹4,26,699₹4,14,699","8,454 km",1st Owner,"Valid upto May 2022
Third_party",Petrol,DELHI,Non-Accidental
