,Name,EMI,Price,Kilometers Driven,Owner,Year of Purchase,Fuel Type,Location,History
1207,-,-,-,"11,721 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1208,-,-,-,"29,699 km",1st Owner,January 2011,Petrol,DELHI,Non-Accidental
1209,-,-,-,"25,610 km",2nd Owner,September 2012,Petrol,DELHI,Non-Accidental
1210,-,-,-,"54,534 km",1st Owner,June 2011,Petrol,DELHI,Non-Accidental
1211,-,-,-,"1,019 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1212,-,-,-,"20,039 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1213,-,-,-,"44,007 km",1st Owner,August 2011,Petrol,DELHI,Non-Accidental
1214,-,-,-,"15,129 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1215,-,-,-,"26,243 km",1st Owner,July 2017,Petrol,DELHI,Non-Accidental
1216,-,-,-,"35,725 km",1st Owner,January 2015,Petrol,DELHI,Non-Accidental
1217,-,-,-,"16,528 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1218,-,-,-,"16,877 km",1st Owner,October 2014,Petrol,DELHI,Non-Accidental
1219,-,-,-,"22,836 km",1st Owner,August 2014,Petrol,DELHI,Non-Accidental
1220,-,-,-,-,-,-,-,-,-
1221,-,-,-,"21,653 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
1222,-,-,-,"12,501 km",1st Owner,March 2011,Petrol,DELHI,Non-Accidental
1223,-,-,-,"17,054 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1224,-,-,-,"17,221 km",1st Owner,November 2011,Petrol,DELHI,Non-Accidental
1225,-,-,-,"26,183 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1226,-,-,-,"15,471 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1227,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1228,-,-,-,"5,198 km",1st Owner,September 2018,Petrol,DELHI,Non-Accidental
1229,-,-,-,"14,653 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1230,-,-,-,"30,737 km",1st Owner,November 2016,Petrol,DELHI,Non-Accidental
1231,-,-,-,"15,581 km",1st Owner,February 2017,Petrol,DELHI,Non-Accidental
1232,-,-,-,"20,494 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1233,-,-,-,"20,244 km",1st Owner,-,Petrol + CNG,DELHI,Non-Accidental
1234,-,-,-,"41,213 km",1st Owner,-,Diesel,DELHI,Non-Accidental
1235,-,-,-,"34,734 km",2nd Owner,June 2013,Petrol,DELHI,Non-Accidental
1236,-,-,-,"10,987 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1237,-,-,-,"20,231 km",1st Owner,November 2015,Petrol,DELHI,Non-Accidental
1238,-,-,-,"16,646 km",1st Owner,July 2017,Diesel,DELHI,Non-Accidental
1239,-,-,-,"48,637 km",1st Owner,June 2011,Petrol,DELHI,Non-Accidental
1240,-,-,-,"16,795 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1241,-,-,-,"22,566 km",1st Owner,-,Diesel,DELHI,Non-Accidental
1242,-,-,-,"4,344 km",1st Owner,June 2019,Petrol,DELHI,Non-Accidental
1243,-,-,-,"53,232 km",4th Owner,November 2010,Petrol + CNG,DELHI,Non-Accidental
1244,-,-,-,"16,538 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1245,-,-,-,"20,685 km",2nd Owner,February 2017,Petrol,DELHI,Non-Accidental
1246,-,-,-,"55,623 km",1st Owner,February 2011,Petrol,DELHI,Non-Accidental
1247,-,-,-,"24,744 km",1st Owner,September 2016,Diesel,DELHI,Non-Accidental
1248,-,-,-,"34,181 km",1st Owner,February 2010,Petrol + CNG,DELHI,Non-Accidental
1249,-,-,-,"8,490 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1250,-,-,-,"3,865 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1251,-,-,-,"34,710 km",2nd Owner,July 2014,Petrol,DELHI,Non-Accidental
1252,-,-,-,"39,106 km",1st Owner,January 2013,Petrol,DELHI,Non-Accidental
1253,-,-,-,"21,722 km",1st Owner,April 2017,Petrol,DELHI,Non-Accidental
1254,-,-,-,"18,414 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
1255,-,-,-,"26,951 km",1st Owner,January 2016,Petrol,DELHI,Non-Accidental
1256,-,-,-,"15,468 km",1st Owner,March 2018,Petrol,DELHI,Non-Accidental
1257,-,-,-,-,-,-,-,-,-
1258,-,-,-,"37,263 km",1st Owner,July 2013,Diesel,DELHI,Non-Accidental
1259,-,-,-,"1,694 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1260,-,-,-,-,-,-,-,-,-
1261,-,-,-,"6,411 km",1st Owner,-,Petrol + CNG,DELHI,Non-Accidental
1262,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1263,-,-,-,"46,005 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1264,-,-,-,"26,982 km",1st Owner,March 2013,Petrol,NOIDA,Non-Accidental
1265,-,-,-,"51,871 km",1st Owner,March 2010,Petrol,NOIDA,Non-Accidental
1266,-,-,-,"59,276 km",2nd Owner,January 2011,Petrol,NOIDA,Non-Accidental
1267,-,-,-,"26,908 km",1st Owner,March 2013,Petrol,NOIDA,Non-Accidental
1268,-,-,-,"15,346 km",2nd Owner,November 2013,Petrol,NOIDA,Non-Accidental
1269,-,-,-,"12,808 km",2nd Owner,-,Petrol,NOIDA,Non-Accidental
1270,-,-,-,"16,558 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1271,-,-,-,-,-,-,-,-,-
1272,-,-,-,"14,931 km",1st Owner,April 2016,Petrol,NOIDA,Non-Accidental
1273,-,-,-,"16,428 km",1st Owner,June 2016,Petrol,NOIDA,Non-Accidental
1274,-,-,-,"47,571 km",1st Owner,February 2014,Diesel,NOIDA,Non-Accidental
1275,-,-,-,"36,545 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1276,-,-,-,"32,655 km",1st Owner,October 2015,Petrol,NOIDA,Non-Accidental
1277,-,-,-,"28,716 km",1st Owner,May 2016,Petrol,NOIDA,Non-Accidental
1278,-,-,-,"40,551 km",1st Owner,July 2012,Petrol,NOIDA,Non-Accidental
1279,-,-,-,"59,467 km",1st Owner,December 2008,Petrol,NOIDA,Non-Accidental
1280,-,-,-,"51,329 km",1st Owner,August 2010,Petrol,NOIDA,Non-Accidental
1281,-,-,-,"5,78,889 km",1st Owner,October 2010,Petrol,NOIDA,Non-Accidental
1282,-,-,-,"34,854 km",1st Owner,February 2015,Petrol,NOIDA,Non-Accidental
1283,-,-,-,"22,957 km",2nd Owner,-,Petrol,NOIDA,Non-Accidental
1284,-,-,-,"40,028 km",2nd Owner,February 2013,Petrol,NOIDA,Non-Accidental
1285,-,-,-,"51,095 km",3rd Owner,January 2012,Petrol,NOIDA,Non-Accidental
1286,-,-,-,"26,307 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1287,-,-,-,199 km,1st Owner,-,Petrol + CNG,NOIDA,Non-Accidental
1288,-,-,-,"36,035 km",1st Owner,October 2009,Petrol,NOIDA,Non-Accidental
1289,-,-,-,"12,546 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1290,-,-,-,"30,804 km",1st Owner,November 2015,Diesel,NOIDA,Non-Accidental
1291,-,-,-,-,-,-,-,-,-
1292,-,-,-,"6,905 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1293,-,-,-,-,-,-,-,-,-
1294,-,-,-,"6,623 km",1st Owner,January 2020,Petrol,NOIDA,Non-Accidental
1295,-,-,-,"26,631 km",2nd Owner,-,Diesel,NOIDA,Non-Accidental
1296,-,-,-,"39,124 km",1st Owner,February 2013,Diesel,NOIDA,Non-Accidental
1297,-,-,-,"15,673 km",1st Owner,August 2017,Petrol,NOIDA,Non-Accidental
1298,-,-,-,"5,915 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1299,-,-,-,"50,701 km",2nd Owner,September 2014,Petrol + CNG,NOIDA,Non-Accidental
1300,-,-,-,"27,417 km",1st Owner,January 2012,Petrol,NOIDA,Non-Accidental
1301,-,-,-,"18,599 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1302,-,-,-,"26,772 km",1st Owner,July 2017,Petrol,NOIDA,Non-Accidental
1303,-,-,-,"61,728 km",1st Owner,January 2011,Petrol,NOIDA,Non-Accidental
1304,-,-,-,"24,487 km",1st Owner,March 2017,Petrol,NOIDA,Non-Accidental
1305,-,-,-,"34,630 km",2nd Owner,-,Petrol,NOIDA,Non-Accidental
1306,-,-,-,"27,704 km",2nd Owner,May 2017,Petrol,NOIDA,Non-Accidental
1307,-,-,-,-,-,-,-,-,-
1308,-,-,-,"50,609 km",1st Owner,March 2011,Petrol,NOIDA,Non-Accidental
1309,-,-,-,"57,458 km",1st Owner,January 2011,Petrol,NOIDA,Non-Accidental
1310,-,-,-,"5,894 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1311,-,-,-,"43,265 km",3rd Owner,November 2013,Petrol,NOIDA,Non-Accidental
1312,-,-,-,"32,744 km",2nd Owner,-,Petrol,NOIDA,Non-Accidental
1313,-,-,-,"52,981 km",2nd Owner,-,Petrol,NOIDA,Non-Accidental
1314,-,-,-,"12,519 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1315,-,-,-,"7,383 km",1st Owner,February 2020,Petrol,NOIDA,Non-Accidental
1316,-,-,-,"12,117 km",2nd Owner,September 2017,Petrol,NOIDA,Non-Accidental
1317,-,-,-,"23,227 km",1st Owner,March 2017,Petrol,NOIDA,Non-Accidental
1318,-,-,-,"51,945 km",1st Owner,January 2014,Petrol,NOIDA,Non-Accidental
1319,-,-,-,"45,890 km",3rd Owner,January 2014,Petrol + CNG,NOIDA,Non-Accidental
1320,-,-,-,"31,190 km",1st Owner,May 2016,Petrol,NOIDA,Non-Accidental
1321,-,-,-,"26,090 km",1st Owner,January 2015,Diesel,NOIDA,Non-Accidental
1322,-,-,-,"13,899 km",1st Owner,May 2018,Petrol,NOIDA,Non-Accidental
1323,-,-,-,"42,373 km",2nd Owner,March 2014,Petrol,NOIDA,Non-Accidental
1324,-,-,-,"36,928 km",1st Owner,October 2016,Petrol,NOIDA,Non-Accidental
1325,-,-,-,"44,518 km",1st Owner,April 2010,Petrol,NOIDA,Non-Accidental
1326,-,-,-,"43,132 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1327,-,-,-,"45,366 km",1st Owner,May 2013,Petrol,NOIDA,Non-Accidental
1328,-,-,-,"54,953 km",1st Owner,June 2010,Petrol,NOIDA,Non-Accidental
1329,-,-,-,"64,105 km",1st Owner,March 2014,Petrol,NOIDA,Non-Accidental
1330,-,-,-,"28,704 km",1st Owner,May 2017,Petrol,NOIDA,Non-Accidental
1331,-,-,-,"16,558 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1332,-,-,-,"2,089 km",1st Owner,June 2018,Petrol,NOIDA,Non-Accidental
1333,-,-,-,"1,571 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1334,-,-,-,"47,022 km",1st Owner,-,Petrol,NOIDA,Non-Accidental
1335,-,-,-,"56,915 km",1st Owner,January 2010,Petrol,NOIDA,Non-Accidental
1336,-,-,-,"64,281 km",1st Owner,May 2011,Petrol,NOIDA,Non-Accidental
1337,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1338,-,-,-,-,-,-,-,-,-
1339,-,-,-,-,-,-,-,-,-
1340,-,-,-,-,-,-,-,-,-
1341,-,-,-,"54,595 km",2nd Owner,July 2015,Petrol,GURGAON,Non-Accidental
1342,-,-,-,"62,897 km",1st Owner,April 2015,Petrol + CNG,GURGAON,Non-Accidental
1343,-,-,-,"35,756 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1344,-,-,-,"30,629 km",1st Owner,February 2017,Petrol + CNG,GURGAON,Non-Accidental
1345,-,-,-,-,-,-,-,-,-
1346,-,-,-,-,-,-,-,-,-
1347,-,-,-,"30,326 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1348,-,-,-,"33,958 km",2nd Owner,May 2013,Petrol,GURGAON,Non-Accidental
1349,-,-,-,"5,645 km",1st Owner,August 2020,Petrol,GURGAON,Non-Accidental
1350,-,-,-,"56,387 km",2nd Owner,July 2011,Petrol,GURGAON,Non-Accidental
1351,-,-,-,"22,113 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1352,-,-,-,"25,595 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1353,-,-,-,"46,441 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1354,-,-,-,"40,678 km",2nd Owner,March 2015,Petrol,GURGAON,Non-Accidental
1355,-,-,-,"34,527 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1356,-,-,-,"28,678 km",2nd Owner,-,Petrol,GURGAON,Non-Accidental
1357,-,-,-,"6,037 km",1st Owner,July 2020,Petrol,GURGAON,Non-Accidental
1358,-,-,-,"7,704 km",1st Owner,September 2019,Petrol,GURGAON,Non-Accidental
1359,-,-,-,"45,994 km",1st Owner,February 2013,Diesel,GURGAON,Non-Accidental
1360,-,-,-,"50,779 km",1st Owner,April 2013,Petrol,GURGAON,Non-Accidental
1361,-,-,-,"40,124 km",3rd Owner,March 2016,Petrol,GURGAON,Non-Accidental
1362,-,-,-,"13,644 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1363,-,-,-,"16,221 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1364,-,-,-,"36,220 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1365,-,-,-,"25,139 km",1st Owner,March 2017,Petrol,GURGAON,Non-Accidental
1366,-,-,-,"49,767 km",2nd Owner,January 2011,Petrol,GURGAON,Non-Accidental
1367,-,-,-,"22,473 km",1st Owner,October 2017,Petrol,GURGAON,Non-Accidental
1368,-,-,-,"6,644 km",1st Owner,March 2018,Petrol,GURGAON,Non-Accidental
1369,-,-,-,"24,343 km",1st Owner,February 2017,Petrol,GURGAON,Non-Accidental
1370,-,-,-,"4,482 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1371,-,-,-,"49,692 km",1st Owner,August 2014,Diesel,GURGAON,Non-Accidental
1372,-,-,-,"22,651 km",1st Owner,January 2019,Petrol,GURGAON,Non-Accidental
1373,-,-,-,"37,608 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1374,-,-,-,"22,999 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1375,-,-,-,"26,584 km",2nd Owner,January 2016,Petrol,GURGAON,Non-Accidental
1376,-,-,-,"25,687 km",2nd Owner,October 2017,Petrol,GURGAON,Non-Accidental
1377,-,-,-,"45,147 km",1st Owner,February 2016,Diesel,GURGAON,Non-Accidental
1378,-,-,-,-,-,-,-,-,-
1379,-,-,-,"12,481 km",1st Owner,January 2018,Petrol,GURGAON,Non-Accidental
1380,-,-,-,"12,481 km",1st Owner,January 2018,Petrol,GURGAON,Non-Accidental
1381,-,-,-,"46,222 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1382,-,-,-,"51,217 km",2nd Owner,-,Petrol,GURGAON,Non-Accidental
1383,-,-,-,"16,679 km",2nd Owner,October 2015,Petrol,GURGAON,Non-Accidental
1384,-,-,-,"25,823 km",2nd Owner,February 2018,Petrol,GURGAON,Non-Accidental
1385,-,-,-,-,-,-,-,-,-
1386,-,-,-,"34,013 km",2nd Owner,March 2016,Petrol,GURGAON,Non-Accidental
1387,-,-,-,-,-,-,-,-,-
1388,-,-,-,"3,362 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1389,-,-,-,"11,373 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1390,-,-,-,"5,108 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1391,-,-,-,"22,514 km",1st Owner,January 2018,Petrol,GURGAON,Non-Accidental
1392,-,-,-,"64,752 km",2nd Owner,September 2010,Petrol,GURGAON,Non-Accidental
1393,-,-,-,"19,385 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1394,-,-,-,"33,427 km",1st Owner,June 2016,Petrol,GURGAON,Non-Accidental
1395,-,-,-,"4,151 km",1st Owner,January 2020,Petrol,GURGAON,Non-Accidental
1396,-,-,-,"26,299 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1397,-,-,-,"32,922 km",1st Owner,November 2018,Petrol,GURGAON,Non-Accidental
1398,-,-,-,"39,454 km",1st Owner,April 2018,Petrol,GURGAON,Non-Accidental
1399,-,-,-,-,-,-,-,-,-
1400,-,-,-,"22,047 km",2nd Owner,-,Petrol,GURGAON,Non-Accidental
1401,-,-,-,"18,595 km",1st Owner,July 2015,Petrol + CNG,GURGAON,Non-Accidental
1402,-,-,-,"16,840 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1403,-,-,-,"25,400 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1404,-,-,-,"2,582 km",1st Owner,-,Petrol,GURGAON,Non-Accidental
1405,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1406,2015 Renault Kwid,"₹4,818/month","₹2,16,599",-,-,-,-,-,-
1407,-,-,-,"56,085 km",2nd Owner,-,Diesel,DELHI,Non-Accidental
1408,-,-,-,"22,228 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1409,-,-,-,-,-,-,-,-,-
1410,-,-,-,"19,458 km",1st Owner,September 2019,Petrol,DELHI,Non-Accidental
1411,-,-,-,"4,855 km",2nd Owner,April 2019,Petrol,DELHI,Non-Accidental
1412,-,-,-,"35,435 km",1st Owner,April 2019,Petrol + CNG,DELHI,Non-Accidental
1413,-,-,-,"20,380 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1414,-,-,-,"47,840 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1415,-,-,-,"37,640 km",2nd Owner,-,Diesel,DELHI,Non-Accidental
1416,-,-,-,"53,412 km",1st Owner,February 2014,Petrol,DELHI,Non-Accidental
1417,-,-,-,"50,941 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1418,-,-,-,-,-,-,-,-,-
1419,-,-,-,"53,167 km",1st Owner,November 2012,Diesel,DELHI,Non-Accidental
1420,-,-,-,"50,941 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1421,-,-,-,-,-,-,-,-,-
1422,-,-,-,"53,167 km",1st Owner,November 2012,Diesel,DELHI,Non-Accidental
1423,-,-,-,"61,975 km",1st Owner,January 2011,Petrol + CNG,DELHI,Non-Accidental
1424,-,-,-,"64,767 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1425,-,-,-,"18,779 km",1st Owner,February 2019,Petrol,DELHI,Non-Accidental
1426,-,-,-,"31,579 km",1st Owner,April 2009,Petrol,DELHI,Non-Accidental
1427,-,-,-,"18,263 km",2nd Owner,April 2019,Petrol,DELHI,Non-Accidental
1428,-,-,-,"67,573 km",1st Owner,November 2010,Petrol,DELHI,Non-Accidental
1429,-,-,-,"26,788 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
1430,-,-,-,"9,189 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1431,-,-,-,-,-,-,-,-,-
1432,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1433,-,-,-,-,-,-,-,-,-
1434,-,-,-,"44,435 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1435,-,-,-,"38,528 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
1436,-,-,-,"22,913 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1437,-,-,-,"34,048 km",1st Owner,August 2017,Petrol,DELHI,Non-Accidental
1438,-,-,-,"11,858 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1439,-,-,-,"33,701 km",1st Owner,November 2015,Petrol,DELHI,Non-Accidental
1440,-,-,-,"50,787 km",1st Owner,August 2014,Petrol + CNG,DELHI,Non-Accidental
1441,-,-,-,"35,578 km",1st Owner,September 2010,Petrol,DELHI,Non-Accidental
1442,-,-,-,"29,959 km",1st Owner,February 2018,Diesel,DELHI,Non-Accidental
1443,-,-,-,"17,227 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
1444,-,-,-,"37,701 km",1st Owner,February 2017,Petrol,DELHI,Non-Accidental
1445,-,-,-,"48,873 km",1st Owner,-,Diesel,DELHI,Non-Accidental
1446,-,-,-,"9,366 km",1st Owner,January 2020,Petrol,DELHI,Non-Accidental
1447,-,-,-,-,-,-,-,-,-
1448,-,-,-,-,-,-,-,-,-
1449,-,-,-,"15,096 km",1st Owner,February 2020,Petrol,DELHI,Non-Accidental
1450,-,-,-,"11,080 km",1st Owner,January 2019,Petrol,DELHI,Non-Accidental
1451,-,-,-,"56,067 km",1st Owner,April 2013,Petrol,DELHI,Non-Accidental
1452,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1453,-,-,-,"39,766 km",1st Owner,January 2016,Diesel,DELHI,Non-Accidental
1454,-,-,-,"50,776 km",1st Owner,April 2018,Petrol,DELHI,Non-Accidental
1455,-,-,-,"62,808 km",1st Owner,November 2010,Petrol,DELHI,Non-Accidental
1456,-,-,-,"14,959 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1457,-,-,-,"17,916 km",1st Owner,May 2019,Petrol,DELHI,Non-Accidental
1458,-,-,-,"55,769 km",1st Owner,August 2014,Petrol,DELHI,Non-Accidental
1459,-,-,-,"30,485 km",1st Owner,March 2017,Petrol + CNG,DELHI,Non-Accidental
1460,-,-,-,"22,836 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
1461,-,-,-,"53,323 km",1st Owner,August 2011,Petrol,DELHI,Non-Accidental
1462,-,-,-,"35,644 km",1st Owner,June 2010,Petrol,DELHI,Non-Accidental
1463,-,-,-,-,-,-,-,-,-
1464,-,-,-,"35,604 km",3rd Owner,June 2017,Diesel,DELHI,Non-Accidental
1465,-,-,-,"58,695 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
1466,-,-,-,"69,584 km",1st Owner,June 2012,Diesel,DELHI,Non-Accidental
1467,-,-,-,-,-,-,-,-,-
1468,-,-,-,-,-,-,-,-,-
1469,-,-,-,"20,517 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1470,-,-,-,"37,628 km",1st Owner,July 2016,Petrol,DELHI,Non-Accidental
1471,-,-,-,"71,270 km",1st Owner,October 2011,Petrol + CNG,DELHI,Non-Accidental
1472,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1473,-,-,-,-,-,-,-,-,-
1474,-,-,-,-,-,-,-,-,-
1475,-,-,-,"35,132 km",1st Owner,March 2017,Petrol,DELHI,Non-Accidental
1476,-,-,-,"54,173 km",4th Owner,February 2015,Petrol,DELHI,Non-Accidental
1477,-,-,-,"52,891 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1478,-,-,-,"56,410 km",1st Owner,-,Diesel,DELHI,Non-Accidental
1479,-,-,-,"54,355 km",1st Owner,January 2015,Petrol,DELHI,Non-Accidental
1480,-,-,-,-,-,-,-,-,-
1481,-,-,-,-,-,-,-,-,-
1482,-,-,-,"68,278 km",1st Owner,February 2016,Petrol + CNG,DELHI,Non-Accidental
1483,-,-,-,-,-,-,-,-,-
1484,-,-,-,"48,615 km",1st Owner,April 2015,Petrol,DELHI,Non-Accidental
1485,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1486,-,-,-,-,-,-,-,-,-
1487,-,-,-,-,-,-,-,-,-
1488,-,-,-,"46,028 km",2nd Owner,July 2016,Petrol,DELHI,Non-Accidental
1489,-,-,-,"30,418 km",1st Owner,June 2017,Petrol,DELHI,Non-Accidental
1490,-,-,-,-,-,-,-,-,-
1491,-,-,-,"57,447 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1492,-,-,-,"28,226 km",1st Owner,January 2018,Petrol,DELHI,Non-Accidental
1493,-,-,-,"42,899 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1494,-,-,-,"10,671 km",1st Owner,June 2020,Petrol,DELHI,Non-Accidental
1495,-,-,-,-,-,-,-,-,-
1496,-,-,-,"38,107 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1497,-,-,-,"29,240 km",1st Owner,June 2018,Petrol,DELHI,Non-Accidental
1498,-,-,-,"32,270 km",2nd Owner,-,Petrol,DELHI,Non-Accidental
1499,-,-,-,"69,228 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1500,-,-,-,-,-,-,-,-,-
1501,-,-,-,-,-,-,-,-,-
1502,-,-,-,"43,476 km",1st Owner,April 2016,Diesel,DELHI,Non-Accidental
1503,-,-,-,"54,530 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1504,-,-,-,"60,016 km",1st Owner,August 2015,Petrol,DELHI,Non-Accidental
1505,-,-,-,"34,873 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1506,-,-,-,"42,049 km",1st Owner,January 2017,Petrol,DELHI,Non-Accidental
1507,-,-,-,"41,484 km",1st Owner,January 2016,Diesel,DELHI,Non-Accidental
1508,-,-,-,"48,849 km",1st Owner,October 2015,Petrol,DELHI,Non-Accidental
1509,-,-,-,"22,796 km",1st Owner,April 2019,Petrol,DELHI,Non-Accidental
1510,-,-,-,"87,865 km",1st Owner,February 2017,Petrol,DELHI,Non-Accidental
1511,-,-,-,"38,574 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1512,-,-,-,"33,730 km",1st Owner,October 2015,Petrol,DELHI,Non-Accidental
1513,-,-,-,-,-,-,-,-,-
1514,-,-,-,"66,285 km",2nd Owner,July 2015,Petrol,DELHI,Non-Accidental
1515,-,-,-,"47,644 km",1st Owner,January 2015,Diesel,DELHI,Non-Accidental
1516,-,-,-,"52,175 km",2nd Owner,January 2017,Petrol,DELHI,Non-Accidental
1517,-,-,-,-,-,-,-,-,-
1518,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1519,-,-,-,-,-,-,-,-,-
1520,-,-,-,"47,877 km",1st Owner,August 2016,Diesel,DELHI,Non-Accidental
1521,2021 HYUNDAI NEW I20,"₹15,794/month","₹7,10,000",-,-,-,-,-,-
1522,-,-,-,"29,886 km",1st Owner,May 2017,Diesel,DELHI,Non-Accidental
1523,-,-,-,"38,292 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1524,-,-,-,"35,429 km",1st Owner,June 2017,Diesel,DELHI,Non-Accidental
1525,-,-,-,"26,352 km",1st Owner,-,Diesel,DELHI,Non-Accidental
1526,-,-,-,"20,040 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1527,-,-,-,"25,334 km",1st Owner,March 2019,Petrol,DELHI,Non-Accidental
1528,-,-,-,-,-,-,-,-,-
1529,-,-,-,"82,921 km",2nd Owner,October 2013,Petrol + CNG,DELHI,Non-Accidental
1530,-,-,-,"28,989 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1531,-,-,-,"35,250 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1532,-,-,-,"33,424 km",1st Owner,January 2018,Petrol,DELHI,Non-Accidental
1533,-,-,-,"10,596 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1534,-,-,-,-,-,-,-,-,-
1535,-,-,-,"25,771 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1536,-,-,-,"13,991 km",1st Owner,-,Petrol,DELHI,Non-Accidental
1537,-,-,-,"62,253 km",1st Owner,June 2013,Diesel,DELHI,Non-Accidental
1538,-,-,-,"55,443 km",1st Owner,April 2018,Petrol + CNG,DELHI,Non-Accidental
1539,-,-,-,"56,403 km",1st Owner,-,Petrol,DELHI,Non-Accidental
